ID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Class,Break_Condition,Pre_Stress,Pre_PANAS_1,Pre_PANAS_2,Pre_PANAS_3,Pre_PANAS_4,Pre_PANAS_5,Pre_PANAS_6,Pre_PANAS_7,Pre_PANAS_8,Pre_PANAS_9,Pre_PANAS_10,Pre_PANAS_11,Pre_PANAS_12,Pre_PANAS_13,Pre_PANAS_14,Pre_PANAS_15,Pre_PANAS_16,Pre_PANAS_17,Pre_PANAS_18,Pre_PANAS_19,Pre_PANAS_20,Break_Condition_3,Break_Condition_5,Break_Condition_6,Break_Condition_7,Break_Condition_1,Break_Condition_2,Break_Condition_4,Break_Condition_8,Break_Condition_8_TEXT,Post_Stress,Post_PANAS_1,Post_PANAS_2,Post_PANAS_3,Post_PANAS_4,Post_PANAS_5,Post_PANAS_6,Post_PANAS_7,Post_PANAS_8,Post_PANAS_9,Post_PANAS_10,Post_PANAS_11,Post_PANAS_12,Post_PANAS_13,Post_PANAS_14,Post_PANAS_15,Post_PANAS_16,Post_PANAS_17,Post_PANAS_18,Post_PANAS_19,Post_PANAS_20,Usual_Break_3,Usual_Break_5,Usual_Break_6,Usual_Break_7,Usual_Break_1,Usual_Break_2,Usual_Break_4,Usual_Break_8,Usual_Break_8_TEXT,Importance_1,Importance_2,Gender,Gender_7_TEXT,Ethnic_ID,Ethnic_ID_8_TEXT,Open_End,SC0,Pre_PANAS_PosAfSum,Pre_PANAS_NegAfSum,Post_PANAS_PosAfSum,Post_PANAS_NegAfSum,filter_$
58,10/22/2024 12:55:14,10/22/2024 13:11:36,0,100,982,1,10/22/2024 13:11:37,R_7NVbOEmZS36Ql9M,qr,EN,1,12,1,2,4,1,3,1,3,1,2,1,4,5,1,4,1,4,1,4,4,1,2,1, , , , , , ,1, , ,1,4,1,3,1,4,1,1,1,4,4,1,4,1,4,1,5,4,1,3,1,1,1, , , , ,1, , ,12,12,1, ,1, ,"Thank you for choosing a topic about incorporating breaks into class. All professors should be mindful of this and apply this to their courses, including the k-12 systems.",143,37,11,39,10,0
59,10/22/2024 12:55:32,10/22/2024 13:11:57,0,100,985,1,10/22/2024 13:11:57,R_3CIV4AWbc6wZAOY,qr,EN,1,12,1,2,3,1,1,1,2,1,1,1,2,2,2,3,1,2,1,3,3,1,2,1, , , , , ,1,1, , ,2,3,1,1,1,3,1,1,1,3,3,1,3,1,2,1,3,3,1,3,1,1,1,1, , ,1,1, , ,12,12,1, ,4, , ,136,23,11,27,10,0
60,10/22/2024 13:46:53,10/22/2024 14:03:15,0,100,982,1,10/22/2024 14:03:16,R_3dMHQQ67BUEAePu,qr,EN,1,21,2,5,5,4,1,2,1,3,3,1,3,1,4,3,1,1,4,1,3,5,4,4, , , , ,1, ,1, , ,5,4,4,3,3,1,1,1,1,3,1,3,1,1,1,2,1,2,3,1,2,1,1, , , , ,1, , ,13,12,1, ,1, , ,163,23,31,18,21,0
61,10/22/2024 13:46:52,10/22/2024 14:03:39,0,100,1007,1,10/22/2024 14:03:40,R_3PAkfIJKmApYT8l,qr,EN,1,21,2,2,2,1,1,1,1,1,2,1,1,1,2,3,1,2,2,2,2,3,2,1, , , , ,1,1, , , ,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,3,2,2,1,1,1,1, ,1,1, , , ,2,14,2, ,2, , ,126,17,15,17,13,0
62,10/22/2024 13:46:46,10/22/2024 14:04:09,0,100,1042,1,10/22/2024 14:04:09,R_1OkP410WH8pfzOh,qr,EN,1,21,2,1,3,3,3,1,3,1,1,1,3,3,1,3,1,3,3,3,3,1,2,1, , , , ,1, , , , ,1,3,1,1,1,3,1,1,2,3,3,1,2,1,3,1,3,2,2,2,1, ,1, , , , , , , ,13,13,1, ,1, , ,128,29,14,25,12,0
63,10/22/2024 13:47:04,10/22/2024 14:04:15,0,100,1030,1,10/22/2024 14:04:16,R_1lYaZRTq3EkAYy6,qr,EN,1,21,2,3,3,1,3,1,4,2,2,1,3,3,3,4,1,1,3,3,3,3,3,1,1, , , ,1, , ,1,Read a book,2,3,1,4,1,3,1,1,1,3,4,1,4,1,3,1,3,3,1,3,1,1,1,1,1, , , , , ,13,13,1, ,5, ,Being off my phone was so relaxing,161,30,18,33,10,0
64,10/22/2024 13:46:43,10/22/2024 14:04:15,0,100,1051,1,10/22/2024 14:04:16,R_7hMQSV5AKc7lIOb,qr,EN,1,21,2,3,3,3,2,1,3,1,2,1,3,3,2,2,1,1,4,3,2,2,3,1, , , , ,1, , , , ,2,2,2,2,1,2,1,2,1,2,3,1,3,1,3,2,3,2,1,3,2, ,1,1,1, ,1, , , ,12,12,2, ,2, , ,146,25,18,25,14,0
65,10/22/2024 13:47:22,10/22/2024 14:04:36,0,100,1034,1,10/22/2024 14:04:37,R_5EXSIV5jG0EGh89,qr,EN,1,21,2,4,4,4,1,2,1,1,1,1,2,1,3,2,1,2,1,1,3,2,2,1, , , , ,1, ,1, , ,2,3,2,2,1,1,1,1,1,2,1,2,3,1,2,1,2,3,2,1,1, ,1, , , ,1,1, , ,12,12,3, ,5, , ,143,19,17,20,13,0
66,10/22/2024 13:46:56,10/22/2024 14:04:44,0,100,1067,1,10/22/2024 14:04:45,R_3kc6IZ0IpNIf6Hw,qr,EN,1,21,2,4,2,3,1,3,4,4,3,2,1,3,4,3,3,2,4,3,2,4,3,3,1, , , ,1, , , , ,3,2,3,2,3,4,3,1,1,2,3,2,2,2,2,2,3,2,2,1,1,1,1, , , ,1, , , ,12,4,2, ,1, , ,158,24,33,23,20,0
67,10/22/2024 13:46:57,10/22/2024 14:04:57,0,100,1079,1,10/22/2024 14:04:58,R_5wtYsK1SFsgiZ27,qr,EN,1,21,2,5,1,4,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1, , , , ,1, , , , ,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1, , , ,1, , , , ,12,12,3, ,3, ,I think the results from me as a subject will skew the data because I am very depressed at the time of before/after for this activity.,107,10,16,11,11,0
68,10/22/2024 13:46:53,10/22/2024 14:05:15,0,100,1101,1,10/22/2024 14:05:15,R_3Hpj3Sf0fLfMX00,qr,EN,1,21,2,5,1,3,1,3,1,5,2,1,1,1,4,3,4,1,5,1,2,2,1,2, , , , ,1, ,1, , ,1,3,2,3,2,1,4,2,1,3,1,2,3,3,1,2,1,3,2,3,1, , ,1, , , , , , ,13,13,1, ,1, , ,147,13,31,22,21,0
69,10/22/2024 13:46:57,10/22/2024 14:05:22,0,100,1105,1,10/22/2024 14:05:23,R_3OP2g9pxsea1685,qr,EN,1,21,2,4,2,3,2,2,3,1,1,1,2,1,2,2,1,1,1,1,2,3,2,1, , , , ,1, , , , ,3,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1, , , , , , , , ,13,13,1, ,2, , ,112,18,16,13,12,0
70,10/22/2024 13:46:53,10/22/2024 14:05:25,0,100,1112,1,10/22/2024 14:05:26,R_5E0uExti41VMBoZ,qr,EN,1,21,2,3,2,3,1,2,1,1,1,1,2,1,1,2,1,3,4,2,2,1,1,1, , , , ,1, ,1, , ,2,3,1,2,1,2,1,1,1,3,2,1,1,1,2,1,3,3,1,2,1, , , ,1, , ,1, , ,12,12,1, ,5, , ,133,17,16,23,10,0
71,10/22/2024 13:46:45,10/22/2024 14:06:05,0,100,1159,1,10/22/2024 14:06:05,R_3WP9QGMlyTVonET,qr,EN,1,21,2,4,3,4,2,1,1,4,3,1,1,1,1,2,2,3,4,3,2,2,2,4, , , , ,1, ,1, , ,2,4,2,3,2,3,2,3,1,3,2,1,3,1,2,4,4,3,1,3,2, , ,1, , , , , , ,13,13,1, ,1, , ,155,20,26,30,19,0
72,10/22/2024 14:02:56,10/22/2024 14:06:07,0,100,190,1,10/22/2024 14:06:07,R_6elUdh6BsA0l5vA,qr,EN,1,21,2,5,5,4,3,4,3,2,4,2,4,4,2,4,2,4,4,4,4,4,3,4, , , , ,1, , , , ,4,5,3,5,3,4,1,2,1,5,4,1,5,1,5,2,4,4,3,4,1, ,1, , , , , , , ,13,13,1, ,1, , ,188,38,32,45,18,0
73,10/22/2024 13:47:02,10/22/2024 14:06:27,0,100,1165,1,10/22/2024 14:06:27,R_6dIcdAw5B3ZGPVn,qr,EN,1,21,2,5,4,3,3,4,5,5,4,4,1,1,3,3,3,2,3,2,2,4,1,4, , , , ,1, ,1, , ,4,5,3,4,3,2,2,2,3,3,3,2,2,1,3,3,3,3,2,2,1, , , , , , ,1, , ,13,13,1, ,1, ,"I am really glad we did this, it is really helpful to get things off my mind for a bit i feel less stressed than before.",180,24,37,30,22,0
74,10/22/2024 15:46:37,10/22/2024 16:02:08,0,100,931,1,10/22/2024 16:02:09,R_1EmAwpJgcbsItFL,qr,EN,1,17,3,4,2,3,4,1,3,1,1,1,3,4,1,2,1,2,1,4,1,2,1,2, ,1, , , , , , , ,3,4,2,3,1,3,4,1,1,3,3,1,1,1,3,1,4,3,1,1,1, ,1, , , , , , , ,13,13,1, ,1, , ,128,26,14,28,14,1
75,10/22/2024 15:46:27,10/22/2024 16:02:15,0,100,948,1,10/22/2024 16:02:16,R_12cIgyywfi4xuql,qr,EN,1,17,3,4,3,2,1,1,3,4,1,1,1,3,4,1,1,2,1,2,2,4,1,1, , , , , ,1,1, , ,2,3,1,3,1,3,1,1,1,2,1,1,2,1,3,1,3,1,1,3,1, ,1,1, , , ,1, , ,13,13,1, ,2, , ,140,19,20,24,10,1
76,10/22/2024 15:46:36,10/22/2024 16:02:23,0,100,947,1,10/22/2024 16:02:24,R_7CjgTOCh7iFL4e5,qr,EN,1,17,3,3,3,3,2,2,2,1,1,1,3,2,3,4,2,2,3,2,2,4,1,1,1, , , ,1,1,1, , ,2,4,1,3,1,3,1,1,1,2,4,1,4,1,3,1,2,3,2,1,1,1, , , , , ,1, , ,13,13,1, ,2, ,It was very helpful,152,23,21,29,11,1
77,10/22/2024 15:46:32,10/22/2024 16:02:29,0,100,957,1,10/22/2024 16:02:29,R_3vM1xGUjA7AUHEl,qr,EN,1,17,3,3,4,2,3,2,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1,1, ,1, ,1,1,1, , ,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1, , , , , , ,11,11,1, ,2, , ,129,21,15,14,13,1
78,10/22/2024 15:46:28,10/22/2024 16:02:47,0,100,978,1,10/22/2024 16:02:47,R_1jVxoXuzgsuYdoD,qr,EN,1,17,3,2,3,1,3,1,2,1,1,1,3,4,2,3,1,3,2,3,3,2,1,1,1, , , , ,1,1, , ,1,3,1,2,1,2,1,1,1,3,3,1,4,1,3,1,3,4,1,3,1, ,1,1, , , , , , ,12,12,1, ,2, , ,137,28,13,30,10,1
79,10/22/2024 15:46:30,10/22/2024 16:02:48,0,100,977,1,10/22/2024 16:02:48,R_6rIT4KAB7Nt3dc6,qr,EN,1,17,3,2,4,1,1,1,3,1,1,1,2,2,1,2,1,3,1,3,3,2,1,1,1, , , , ,1, , , ,2,2,1,2,1,3,1,1,1,2,3,1,2,1,2,1,1,2,1,1,1,1, ,1, , , , , , ,12,12,1, ,1, , ,113,24,11,20,10,1
80,10/22/2024 15:46:35,10/22/2024 16:02:46,0,100,970,1,10/22/2024 16:02:48,R_5jfHFhyS7XFNezy,qr,EN,1,17,3,4,5,4,4,3,3,3,2,1,4,3,1,4,2,4,4,5,4,4,4,4, , , , , , ,1, , ,3,4,3,4,2,4,2,2,1,4,3,1,4,1,5,4,5,3,3,3,2, , ,1, , ,1,1, , ,13,13,1, ,1, , ,193,40,28,39,21,1
81,10/22/2024 15:47:01,10/22/2024 16:02:53,0,100,952,1,10/22/2024 16:02:54,R_7gDMs5y1YUgyKGZ,qr,EN,1,17,3,1,3,1,2,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,1,1, , , , ,1, , ,1,3,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,1,1, , , , , , , ,13,13,1, ,4, , ,132,29,10,30,10,1
82,10/22/2024 15:46:43,10/22/2024 16:03:03,0,100,980,1,10/22/2024 16:03:04,R_62DruA0UgyDYItB,qr,EN,1,17,3,4,3,4,1,3,1,1,1,1,1,1,2,2,1,1,1,2,3,4,2,1,1, , , , ,1, ,1,rested my eyes,2,2,1,2,1,2,1,1,1,2,1,1,3,1,2,1,2,2,2,1,1,1,1,1, , , , , , ,11,11,1, ,1, , ,124,17,19,19,11,1
83,10/22/2024 15:46:33,10/22/2024 16:03:10,0,100,997,1,10/22/2024 16:03:11,R_61iDCsisnmDVLpv,qr,EN,1,17,3,2,3,2,1,1,4,1,1,1,1,1,2,2,1,1,3,2,2,4,2,2, , ,1,1, , ,1, , ,2,2,1,1,1,3,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1, , ,1,1, , ,1, , ,13,12,2, ,1, , ,131,19,18,16,11,1
84,10/22/2024 15:46:32,10/22/2024 16:03:16,0,100,1003,1,10/22/2024 16:03:16,R_33dC4d6aIGigWpX,qr,EN,1,17,3,3,4,3,4,3,5,1,1,3,4,5,4,3,1,4,1,5,3,2,4,1,1, , , ,1, , ,1,Sat at a near by bench,2,4,4,4,2,5,1,1,1,4,5,3,5,1,4,1,4,4,2,4,1,1, , , ,1,1, , , ,13,12,2, ,1, ,Thanks for setting this up.,187,41,20,43,17,1
85,10/22/2024 15:46:39,10/22/2024 16:03:22,0,100,1002,1,10/22/2024 16:03:22,R_6PhEXrPRdxK8Ejs,qr,EN,1,17,3,2,3,1,1,1,2,2,1,1,2,2,2,3,1,3,3,3,3,2,2,1,1, , , ,1, , , , ,2,3,1,2,1,2,2,1,1,2,2,1,3,1,3,2,2,3,1,2,1,1,1,1, , , , , , ,12,13,1, ,2, , ,121,24,15,24,12,1
86,10/22/2024 15:46:54,10/22/2024 16:03:23,0,100,989,1,10/22/2024 16:03:24,R_12XGU4hKgJ2zADD,qr,EN,1,17,3,3,4,2,3,1,2,1,2,1,1,1,1,3,3,4,4,3,4,4,2,1,1, , , , ,1,1, , ,2,3,1,4,1,2,1,1,1,3,1,1,3,2,2,1,4,4,4,2,1,1, ,1, , , , , , ,11,12,1, ,2, , ,145,27,20,28,14,1
87,10/22/2024 15:48:28,10/22/2024 16:03:38,0,100,910,1,10/22/2024 16:03:39,R_55oXLecm16yzfs5,qr,EN,1,17,3,3,4,2,4,1,4,2,2,1,1,1,1,2,2,4,1,4,3,1,3,1, , , , , , ,1, , ,2,4,1,3,1,4,1,1,1,3,4,1,3,1,4,2,4,3,1,3,1, , , , ,1, ,1, , ,13,12,3, ,2, , ,151,30,14,35,11,1
88,10/22/2024 16:00:36,10/22/2024 16:03:58,0,100,201,1,10/22/2024 16:03:59,R_3lNvjCs8NJLdOvv,qr,EN,1,17,3,2,1,2,1,1,3,1,1,1,1,1,3,3,3,3,1,4,3,1,1,2,1, , , , , ,1, , ,1,1,1,1,1,1,1,2,3,4,3,2,2,1,3,3,3,2,1,1,1, ,1, , , , , , , ,11,4,1, ,5, , ,119,21,16,21,16,1
89,10/22/2024 15:46:36,10/22/2024 16:05:30,0,100,1133,1,10/22/2024 16:05:31,R_3QLtTBojMbzkH3d,qr,EN,1,17,3,5,5,4,2,1,1,2,2,1,1,1,3,3,2,2,4,4,3,5,3,1,1, , , , ,1,1, , ,2,5,2,4,1,2,1,1,1,3,2,2,4,1,5,2,4,4,2,3,1, , ,1, , , ,1, , ,13,13,1, ,3, , ,165,25,25,36,14,1
90,10/22/2024 15:46:40,10/22/2024 16:06:17,0,100,1176,1,10/22/2024 16:06:17,R_79hotRq17ZYZCtl,qr,EN,1,17,3,2,3,1,1,1,3,1,1,1,3,3,1,4,1,3,1,3,4,1,2,1,1, , , ,1, ,1, , ,1,3,1,3,1,3,1,1,1,3,3,1,4,1,3,1,3,4,1,3,1,1,1,1, , , , , , ,13,13,1, ,2, , ,139,29,10,32,10,1
91,10/22/2024 15:46:33,10/22/2024 16:06:31,0,100,1197,1,10/22/2024 16:06:31,R_3PTZ8R5YDZa2KWt,qr,EN,1,17,3,5,3,4,3,4,3,1,3,2,2,2,4,3,1,3,4,1,2,4,2,2, , , , ,1,1,1, , ,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,1, , , ,1, , ,12,4,3, ,3, , ,185,24,29,30,30,1
92,10/22/2024 15:46:35,10/22/2024 16:06:48,0,100,1212,1,10/22/2024 16:06:49,R_3SiOgy1V2VFQ63m,qr,EN,1,17,3,3,4,3,2,1,3,2,2,1,2,2,1,3,2,2,2,3,3,2,3,2, , , , ,1, ,1, , ,2,3,2,3,1,3,2,2,1,2,2,1,3,1,3,2,2,3,2,3,2, , , ,1, , , , , ,11,4,8, ,7, , ,150,27,18,27,16,1
93,10/22/2024 15:46:33,10/22/2024 16:06:48,0,100,1215,1,10/22/2024 16:06:49,R_6lebyBWK5Jd5BrH,qr,EN,1,17,3,5,4,3,1,1,1,1,1,2,2,1,4,2,1,2,2,2,3,4,1,1, , , , ,1,1,1, , ,2,4,3,2,1,2,1,1,1,4,3,2,3,1,3,1,2,3,2,2,1,1, ,1, , , ,1, , ,13,13,1, ,1, , ,152,19,20,28,14,1
94,10/22/2024 15:46:34,10/22/2024 16:06:59,0,100,1224,1,10/22/2024 16:06:59,R_5xPm45RX7LEutXP,qr,EN,1,17,3,2,3,1,2,1,3,1,1,1,2,2,2,2,1,2,1,2,3,1,3,1, , ,1,1,1, ,1, , ,2,3,1,2,1,3,2,1,1,2,2,1,3,2,2,2,2,3,2,3,2, , ,1,1,1, ,1, , ,12,12,2, ,1, , ,151,24,11,25,15,1
95,10/22/2024 15:46:29,10/22/2024 16:07:33,0,100,1263,1,10/22/2024 16:07:34,R_52xpgNdBsHv9a0y,qr,EN,1,17,3,3,2,2,1,3,1,1,1,1,2,2,4,1,1,1,2,2,1,1,2,1,1, , , , , ,1, , ,2,4,2,4,1,4,1,1,1,4,3,2,3,1,3,1,3,3,1,4,1,1, , , ,1,1,1, , ,13,12,1, ,1, , ,145,15,17,35,12,1
96,10/22/2024 15:46:30,10/22/2024 16:08:10,0,100,1300,1,10/22/2024 16:08:11,R_6hEnWBHWuFXsh2y,qr,EN,1,17,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,1, , , , ,1, ,1, , ,1,2,1,3,1,2,1,1,1,2,1,1,2,1,2,1,2,4,2,1,1,1,1,1,1,1, ,1, , ,13,12,1, ,1, , ,134,14,16,21,11,1
97,10/22/2024 15:46:37,10/22/2024 17:31:36,0,100,6298,1,10/22/2024 17:31:37,R_3324faAzMA6BPFo,qr,EN,1,17,3,5,3,4,2,2,4,2,4,2,2,4,4,4,2,3,4,4,2,4,4,4, , , , ,1, ,1, , ,5,3,4,3,3,4,2,4,2,2,4,4,2,3,3,4,4,2,5,4,3,1,1, , , , ,1, , ,13,13,1, ,1, , ,196,32,32,31,34,1
98,10/23/2024 13:54:09,10/23/2024 14:07:37,0,100,808,1,10/23/2024 14:07:38,R_3wai5RtKTbl5NN1,qr,EN,1,7,1,2,2,1,1,1,3,1,1,1,1,2,2,4,1,3,3,1,2,4,1,1, ,1,1,1, , , , , ,1,3,1,2,1,3,1,1,1,1,2,1,3,1,2,2,1,2,3,2,1, , ,1,1, , ,1, , ,13,13,1, ,2, , ,120,20,16,21,13,0
99,10/23/2024 13:54:21,10/23/2024 14:07:52,0,100,810,1,10/23/2024 14:07:52,R_3EJZZrAltPNJnPz,qr,EN,1,7,1,5,4,4,3,2,3,1,1,1,3,2,1,2,1,3,2,4,3,5,2,1, , , , ,1, , , , ,3,4,3,4,2,3,1,1,1,3,3,1,4,1,4,1,3,3,5,4,1, , , , ,1, ,1, , ,13,13,1, ,2, , ,149,29,19,35,17,0
100,10/23/2024 13:54:12,10/23/2024 14:08:00,0,100,827,1,10/23/2024 14:08:01,R_1gT31RdrWxy4Tkr,qr,EN,1,7,1,5,3,4,2,2,2,1,1,1,1,1,2,1,1,3,4,2,2,5,2,1,1, , , ,1,1,1, , ,1,4,1,4,1,2,1,1,1,4,1,2,2,1,2,3,3,1,5,2,1,1, , , ,1, ,1, , ,13,13,1, ,2, , ,145,19,22,25,17,0
101,10/23/2024 13:54:11,10/23/2024 14:08:05,0,100,834,1,10/23/2024 14:08:06,R_3lAfLQ3WxwqOYAz,qr,EN,1,7,1,3,3,4,3,3,2,1,3,2,2,2,3,2,3,2,3,2,2,2,2,4, , , , , , , ,1,Sports bet,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,5,3,4,3,3,3, , , , , , , ,1,Sports betting,13,4,2, ,1, , ,154,22,28,30,31,0
102,10/23/2024 13:54:15,10/23/2024 14:08:15,0,100,840,1,10/23/2024 14:08:16,R_3QPufDh7zW7PMG4,qr,EN,1,7,1,3,3,3,1,2,3,4,4,1,3,1,2,3,3,1,4,2,3,2,3,3,1, ,1, , ,1, , , ,3,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1, , ,13,13,1, ,1, , ,166,23,28,25,23,0
103,10/23/2024 13:54:13,10/23/2024 14:08:21,0,100,847,1,10/23/2024 14:08:22,R_1F42vGC1797ZVIF,qr,EN,1,7,1,3,3,2,2,1,2,1,1,1,2,2,1,3,1,2,1,2,2,3,1,1, ,1,1, , , , , , ,3,2,2,1,1,1,1,1,1,2,2,1,3,1,2,1,2,3,1,1,1, ,1,1, , , , , , ,13,4,1, ,1, , ,100,21,13,19,11,0
104,10/23/2024 13:54:13,10/23/2024 14:08:23,0,100,850,1,10/23/2024 14:08:24,R_1xPi9i48WQW0Xzl,qr,EN,1,7,1,4,3,4,1,2,4,1,1,3,2,2,5,2,5,1,3,2,1,5,2,2,1, ,1, ,1,1,1, , ,2,3,2,5,1,5,1,1,1,5,2,2,4,2,3,2,3,3,5,5,1,1, ,1, , , ,1, , ,12,12,3, ,2, , ,170,20,31,38,18,0
105,10/23/2024 13:54:12,10/23/2024 14:08:26,0,100,853,1,10/23/2024 14:08:26,R_5pfFytESE8maUP2,qr,EN,1,7,1,4,1,3,2,1,3,1,2,1,1,2,4,1,2,1,3,2,2,1,2,2, , , ,1, , , , , ,3,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2, , , ,1, , , , , ,13,13,2, ,3, , ,105,17,20,14,16,0
106,10/23/2024 13:54:13,10/23/2024 14:08:38,0,100,864,1,10/23/2024 14:08:38,R_3CQeQ0yQVyOrHal,qr,EN,1,7,1,2,3,1,3,1,2,1,1,1,3,3,1,2,1,3,2,3,4,2,3,1, ,1,1, , , , , , ,2,3,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,3,1,2,1,1,1,1, ,1,1, , , ,11,11,2, ,2, , ,118,29,12,20,10,0
107,10/23/2024 13:54:12,10/23/2024 14:08:41,0,100,868,1,10/23/2024 14:08:41,R_1EYWjE1TWggt0X3,qr,EN,1,7,1,2,3,1,3,1,2,2,1,1,2,4,2,2,1,3,2,3,2,2,1,2, , , , , , ,1, , ,1,3,1,3,1,3,1,1,1,3,3,1,4,1,3,1,4,4,1,3,1,1, , , , , ,1, , ,12,12,1, ,1, , ,122,25,15,33,10,0
108,10/23/2024 13:54:18,10/23/2024 14:08:40,0,100,861,1,10/23/2024 14:08:41,R_5JhipN54rJ78FxF,qr,EN,1,7,1,1,3,2,1,1,3,1,1,1,2,3,2,2,1,2,1,3,3,1,3,1, , , , , , ,1, , ,1,2,1,2,1,2,1,1,1,2,3,2,1,1,3,1,2,2,1,3,1, , , , , , ,1, , ,11,14,2, ,1, , ,104,25,12,22,11,0
109,10/23/2024 13:54:33,10/23/2024 14:08:46,0,100,852,1,10/23/2024 14:08:46,R_3NIJGSovUklRpzW,qr,EN,1,7,1,5,3,4,1,2,2,4,2,3,1,2,4,1,2,2,3,2,3,2,1,2, , , , , , , ,1,"Played wack a mole, got a sticker, and ate a donut",2,3,2,3,2,1,2,1,2,3,3,2,1,2,3,3,4,4,1,1,1,1, ,1, ,1,1,1, , ,13,13,1, ,3, , ,149,18,28,26,18,0
110,10/23/2024 13:54:04,10/23/2024 14:08:48,0,100,883,1,10/23/2024 14:08:49,R_5qeTngUmMDsB7BM,qr,EN,1,7,1,2,3,1,3,1,4,2,1,1,3,4,1,4,2,4,2,2,3,2,3,1, , , , ,1,1,1, , ,1,4,1,4,1,3,1,1,1,3,2,1,4,1,4,1,3,4,2,4,1,1, ,1, ,1,1,1, , ,11,11,2, ,2, ,Thank you,157,33,14,35,11,0
111,10/23/2024 13:54:06,10/23/2024 14:09:08,0,100,902,1,10/23/2024 14:09:08,R_7kaRWzLOqQIAAyB,qr,EN,1,7,1,3,3,2,3,3,3,1,1,1,2,3,4,2,1,3,4,2,2,2,3,1, , , ,1, , , , , ,3,2,2,3,2,2,1,1,1,2,3,3,3,1,2,3,3,3,3,2,1,1, , ,1, , , , , ,12,13,1, ,2, , ,127,26,20,25,18,0
112,10/23/2024 13:54:36,10/23/2024 14:09:12,0,100,876,1,10/23/2024 14:09:13,R_6C3EgKneNnkRJst,qr,EN,1,7,1,4,2,1,1,1,3,1,1,1,1,2,4,3,1,2,1,2,2,1,1,1, , , ,1,1, , , , ,2,3,1,3,1,3,1,1,1,3,2,3,4,1,3,1,3,4,1,2,1, , , ,1,1, , , , ,13,12,2, ,2, , ,122,19,13,30,12,0
113,10/23/2024 13:54:07,10/23/2024 14:09:17,0,100,910,1,10/23/2024 14:09:18,R_72WuYjpBBF12X6Y,qr,EN,1,7,1,3,2,3,1,1,3,3,4,1,2,3,4,2,4,2,2,3,2,3,1,2, , , , ,1, ,1, , ,2,4,1,4,1,5,2,1,1,4,4,1,4,1,4,2,4,4,2,4,1,1, ,1, ,1, ,1, , ,12,12,1, ,2, , ,157,21,27,41,13,0
114,10/23/2024 13:54:16,10/23/2024 14:09:22,0,100,906,1,10/23/2024 14:09:22,R_7LIoUxj8kxZUHRc,qr,EN,1,7,1,4,4,4,3,2,4,3,3,1,3,1,1,2,4,4,4,3,2,2,1,2, , ,1, ,1,1, ,1,Listen to music,2,2,2,2,1,4,2,1,1,3,4,1,3,2,5,3,5,4,1,5,2, , ,1, ,1,1, , , ,13,13,2, ,3, , ,171,27,26,37,16,0
115,10/23/2024 13:54:14,10/23/2024 14:09:29,0,100,914,1,10/23/2024 14:09:29,R_1fkIsAflAsT14Q2,qr,EN,1,7,1,2,4,2,3,1,2,1,2,1,4,4,1,3,1,3,3,3,2,4,4,1, , , , ,1,1,1, , ,1,4,1,3,1,4,1,1,1,3,4,1,2,1,3,1,4,3,2,4,1,1, ,1, ,1,1,1, , ,12,12,1, ,3, ,I played wack a mole outside so this survey might be biased,157,32,17,34,11,0
116,10/23/2024 13:54:10,10/23/2024 14:09:34,0,100,923,1,10/23/2024 14:09:34,R_3TXjNQokOkBDTKI,qr,EN,1,7,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1, , , , ,1,1, ,1,"Layed down, preformed breathing exercises",2,1,1,1,1,2,1,1,1,2,2,1,3,1,2,1,2,2,2,2,1,1, ,1, ,1,1,1,1,Laying down and breathe,11,13,2, ,2, , ,134,17,10,19,11,0
117,10/23/2024 13:54:13,10/23/2024 14:10:40,0,100,987,1,10/23/2024 14:10:41,R_1mVg3ElL6mwbDhK,qr,EN,1,7,1,4,4,3,3,1,2,3,2,1,3,3,1,3,1,3,4,3,2,4,3,2, , ,1, , , , ,1,Listen to music,3,4,3,3,1,3,2,2,1,4,3,3,3,2,4,3,4,4,3,4,1, , ,1, , , , , , ,12,11,2, ,1, ,Maybe if I didn’t have my phone and  had to walk or something it would help me more,150,29,22,36,21,0
